date_pub,statut_ex,bib,pret,diff_datecreation_datepub,acces,acq,indice
1971,19,SJA,0,48,direct,don,37
1971,19,LASH,0,50,direct,don,37
1988,19,SJA,0,28,direct,don,30
2020,19,MEDP,1,0,direct,achat,WO
2019,19,LASH,1,1,direct,achat,36
1986,19,LASH,0,34,indirect,achat,numinv
2015,19,SJA,1,1,direct,achat,00
1970,19,LASH,0,50,indirect,achat,numinv
1985,19,LASH,0,35,indirect,achat,numinv
1967,19,LASH,0,53,indirect,achat,numinv
2015,19,SJA,0,0,direct,achat,WB
1979,19,DROIT,0,36,direct,achat,numinv
2019,18,ARCHE,0,1,direct,achat,WB
2019,18,SJA,0,1,direct,achat,WP
2019,18,MEDP,1,1,direct,achat,WN
2020,19,LASH,0,0,direct,achat,42
2019,19,DROIT,1,1,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
1952,19,LASH,0,68,indirect,achat,numinv
2016,19,LASH,0,4,direct,achat,87
2017,19,DROIT,1,3,direct,achat,34
2019,19,DROIT,1,1,direct,achat,34
1967,19,LASH,0,53,indirect,achat,numinv
2013,19,SCIEN,0,2,direct,achat,42
2019,18,MEDP,1,1,direct,achat,WA
2019,18,MEDP,0,1,direct,achat,WA
2020,18,SJA,1,0,direct,achat,WB
2019,18,MEDP,0,1,direct,achat,WP
2019,19,LASH,1,1,direct,achat,19
1970,19,LASH,0,50,indirect,achat,numinv
2020,19,SCIEN,1,0,direct,achat,57
1972,19,LASH,0,48,indirect,achat,numinv
2015,19,DROIT,1,0,direct,achat,34
2015,19,LASH,0,0,direct,achat,84
2014,19,DROIT,1,1,direct,achat,34
2015,19,DROIT,1,0,indirect,achat,numinv
2005,19,DROIT,0,10,direct,don,34
2015,19,EPU,1,0,direct,achat,62
2015,19,EPU,1,0,direct,achat,65
1999,19,LASH,0,16,direct,don,85
2015,19,EPU,1,0,direct,achat,65
2002,19,LASH,0,17,direct,achat,94
2015,19,SCIEN,1,0,direct,achat,02
1995,19,LASH,1,20,direct,don,40
2016,19,DROIT,1,0,direct,achat,34
2015,19,DROIT,0,0,indirect,achat,numinv
2006,19,DROIT,1,9,direct,don,32
2007,19,LASH,0,8,direct,achat,86
2006,19,LASH,1,9,direct,achat,86
1963,19,LASH,0,57,indirect,achat,numinv
1984,19,LASH,1,31,indirect,don,numinv
1989,19,DROIT,0,26,direct,achat,numinv
2008,19,SJA,0,8,direct,don,33
1960,19,LASH,0,60,indirect,achat,numinv
2020,18,SJA,1,0,direct,achat,61
1990,19,SJA,0,30,direct,don,30
1973,19,LASH,0,47,indirect,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
2019,19,DROIT,1,1,direct,achat,34
2014,19,SJA,0,7,direct,don,65
1974,19,LASH,0,46,indirect,achat,numinv
1960,19,LASH,0,60,indirect,achat,numinv
2011,19,LASH,1,4,direct,achat,97
2001,19,DROIT,0,14,indirect,achat,numinv
2015,19,MEDP,1,0,direct,don,WG
2019,19,MEDP,0,1,direct,achat,WM
1927,19,DROIT,1,88,direct,achat,numinv
1968,19,LASH,0,52,indirect,achat,numinv
1960,19,LASH,0,60,indirect,achat,numinv
1950,19,LASH,0,70,indirect,achat,numinv
2015,19,DROIT,1,0,direct,achat,37
2015,18,ARCHE,1,0,direct,achat,WT
2014,19,SJA,1,1,direct,achat,65
2015,19,EPU,1,0,direct,achat,65
1983,19,LASH,0,37,direct,don,82
2020,19,MEDP,0,0,direct,achat,WY
1978,19,LASH,0,42,indirect,achat,numinv
1963,19,LASH,0,57,indirect,achat,numinv
2014,19,SJA,0,2,direct,achat,65
2014,19,SJA,0,1,direct,achat,65
2014,19,SJA,0,1,direct,achat,65
2015,19,SJA,1,0,direct,achat,65
2002,19,DROIT,1,13,direct,don,34
2015,19,MEDP,0,0,direct,achat,W 
2014,19,LASH,0,1,direct,achat,30
2015,18,ARCHE,1,0,direct,achat,WF
2015,18,MEDP,1,0,direct,achat,WF
2015,18,MEDP,1,0,direct,achat,WT
1985,19,LASH,0,35,indirect,achat,numinv
2020,19,MEDP,0,0,direct,achat,WS
1976,19,LASH,0,44,indirect,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
2011,19,SJA,1,9,direct,achat,33
2004,19,LASH,0,11,direct,achat,29
2016,19,MEDP,0,3,direct,achat,WL
2015,18,MEDP,1,0,direct,achat,WH
2020,19,SJA,0,0,direct,achat,65
2015,19,SCIEN,1,0,direct,achat,53
2015,19,DROIT,1,0,direct,achat,32
2018,19,LASH,0,2,direct,achat,15
2020,19,SJA,1,0,direct,achat,WQ
2020,19,SJA,1,0,direct,achat,WQ
2020,19,SJA,0,0,direct,achat,WQ
2014,19,LASH,0,1,direct,achat,30
2017,19,LASH,0,3,direct,achat,19
2019,19,SJA,0,1,direct,achat,65
2020,19,SCIEN,1,0,direct,achat,54
2015,19,SCIEN,1,0,direct,achat,02
2012,19,LASH,1,3,direct,achat,35
2015,19,LASH,1,0,direct,achat,79
1980,19,DROIT,0,35,direct,achat,numinv
2014,19,LASH,1,1,indirect,achat,numinv
1995,19,SJA,1,21,direct,don,30
1997,19,SJA,0,23,direct,don,33
2017,19,LASH,0,3,direct,don,46
1967,19,LASH,0,53,indirect,achat,numinv
2008,19,LASH,0,12,direct,achat,33
1976,19,LASH,0,44,direct,achat,19
1988,19,LASH,0,32,direct,achat,19
1962,19,LASH,0,58,direct,achat,19
1976,19,LASH,0,44,indirect,achat,numinv
2020,19,SJA,1,0,direct,achat,33
1977,19,LASH,0,43,indirect,achat,numinv
2015,19,DROIT,1,0,direct,achat,34
2015,19,SJA,1,5,direct,achat,33
1995,19,LASH,1,20,direct,achat,86
2000,19,SJA,0,19,direct,achat,33
2007,19,LASH,0,13,direct,achat,44
2001,19,LASH,0,14,indirect,don,numinv
1981,19,SJA,0,39,direct,achat,65
2014,19,DROIT,1,1,direct,achat,34
1992,19,LASH,1,23,direct,don,75
2014,19,MEDP,1,1,direct,achat,WM
1937,19,LASH,0,83,indirect,achat,numinv
1952,19,SJA,1,68,direct,achat,33
2004,19,LASH,0,16,indirect,achat,numinv
1967,19,LASH,0,53,indirect,achat,numinv
2015,19,DROIT,1,0,direct,achat,37
2014,19,DROIT,1,1,direct,achat,37
2015,19,LASH,1,0,direct,achat,30
1985,19,LASH,0,35,indirect,achat,numinv
2014,19,SJA,0,6,direct,achat,30
2015,18,MEDP,1,0,direct,achat,WE
2009,19,SJA,0,10,direct,achat,33
1995,19,LASH,0,20,indirect,don,numinv
1998,19,LASH,1,17,direct,achat,15
2007,19,LASH,0,8,direct,achat,80
2014,19,LASH,0,1,direct,achat,93
1985,19,LASH,0,35,indirect,achat,numinv
1990,19,LASH,0,30,indirect,achat,numinv
1948,19,DROIT,0,67,direct,achat,numinv
2015,19,SJA,0,4,direct,achat,QT
2015,19,DROIT,1,0,direct,don,34
1945,19,DROIT,0,70,direct,achat,numinv
1966,19,SJA,0,53,direct,achat,30
1966,19,SJA,0,53,direct,achat,30
2008,19,DROIT,0,7,direct,don,34
2009,19,SJA,1,8,direct,achat,33
2009,19,SJA,0,7,direct,don,33
2020,19,SJA,1,0,direct,achat,33
2020,19,SJA,1,0,direct,achat,65
2018,19,SJA,1,2,direct,achat,30
2015,19,DROIT,1,0,indirect,achat,numinv
2015,19,DROIT,1,0,indirect,achat,numinv
2014,19,DROIT,1,1,direct,achat,34
1978,19,LASH,0,37,direct,don,85
2014,19,DROIT,1,1,direct,don,34
2012,19,LASH,0,3,direct,don,30
1987,19,SJA,0,32,direct,don,30
2015,19,DROIT,1,0,direct,achat,34
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,2,direct,don,33
2013,19,MEDP,0,2,direct,achat,WA
1985,19,SCIEN,0,35,indirect,don,numinv
2017,19,SJA,0,3,direct,achat,33
1973,19,DROIT,0,42,direct,achat,numinv
2019,19,LASH,0,1,direct,achat,87
2014,19,DROIT,1,1,direct,don,34
2005,19,DROIT,0,10,direct,don,34
1970,19,LASH,0,50,indirect,achat,numinv
2015,19,LASH,1,0,direct,achat,30
2014,19,MEDP,1,1,direct,achat,WY
2020,19,MEDP,0,0,direct,achat,QD
2015,19,SCIEN,1,4,direct,achat,59
2009,19,SCIEN,0,11,direct,achat,52
2020,18,MEDP,0,0,direct,achat,WB
2020,19,SJA,0,0,direct,achat,33
2016,19,SJA,0,4,direct,achat,33
2018,19,EPU,0,2,direct,achat,33
2003,19,LASH,0,12,indirect,don,numinv
2003,19,LASH,0,12,indirect,don,numinv
1925,19,LASH,0,93,direct,don,84
2008,19,DROIT,1,7,direct,don,34
1969,19,LASH,0,51,indirect,achat,numinv
1971,19,LASH,0,49,indirect,achat,numinv
1928,19,LASH,0,92,indirect,achat,numinv
1973,19,LASH,0,47,indirect,achat,numinv
1996,19,SJA,0,24,direct,don,33
1959,19,LASH,0,61,indirect,achat,numinv
1999,19,SJA,1,17,direct,don,30
2010,19,LASH,0,5,direct,don,98
2015,18,MEDP,1,0,direct,achat,WB
1967,19,LASH,0,53,indirect,achat,numinv
2015,19,LASH,1,0,direct,achat,30
2015,19,LASH,1,0,direct,achat,30
1998,19,SJA,0,22,direct,don,33
1949,19,LASH,0,71,indirect,achat,numinv
1973,19,SJA,0,45,direct,don,33
1964,19,LASH,0,56,direct,achat,10
1948,19,LASH,1,72,direct,achat,19
2013,19,STAPS,1,2,direct,achat,79
2012,19,LASH,0,8,direct,achat,40
1969,19,SJA,0,51,direct,achat,33
2014,18,ARCHE,1,1,direct,achat,QZ
2000,19,LASH,0,15,direct,don,18
2014,19,MEDP,0,1,direct,achat,WY
1968,19,SJA,0,52,direct,achat,33
2018,19,SJA,1,2,direct,achat,WB
2020,19,DROIT,0,0,direct,achat,34
2020,19,STAPS,0,0,direct,achat,30
2008,19,SJA,0,8,direct,don,32
2015,19,ARCHE,1,0,direct,achat,W 
2011,19,DROIT,1,4,direct,achat,34
2002,19,LASH,1,13,direct,achat,80
2015,19,SCIEN,1,1,direct,achat,55
1971,19,DROIT,0,44,direct,don,34
2013,19,LASH,1,2,direct,achat,94
2014,19,DROIT,1,1,direct,don,34
2005,19,DROIT,0,10,direct,don,34
2007,19,DROIT,0,8,direct,don,34
2012,19,LASH,1,3,direct,achat,94
2014,19,LASH,0,1,direct,achat,94
1996,19,DROIT,0,19,direct,don,96
1926,19,LASH,0,94,indirect,achat,numinv
1991,19,LASH,0,29,indirect,achat,numinv
1991,19,SJA,1,26,direct,don,30
1988,19,SJA,0,33,direct,don,65
2020,19,DROIT,0,0,direct,don,34
1989,19,SJA,0,31,direct,don,33
1975,19,LASH,0,45,direct,achat,19
1998,19,LASH,0,22,direct,achat,19
1991,19,LASH,0,29,direct,achat,19
2019,19,SCIEN,1,2,direct,achat,55
1988,19,LASH,0,32,indirect,achat,numinv
1994,19,LASH,0,26,indirect,achat,numinv
1938,19,SJA,0,82,direct,achat,33
2020,19,SCIEN,1,0,direct,achat,51
2020,19,DROIT,0,1,direct,achat,34
2020,19,DROIT,0,1,direct,achat,34
2002,19,SJA,0,15,direct,don,00
1966,19,SJA,1,50,direct,don,30
2017,19,SJA,1,3,direct,achat,WB
2020,19,DROIT,0,0,direct,achat,34
2011,19,MEDP,0,7,direct,don,WA
2020,19,LASH,1,0,direct,achat,82
2020,19,LASH,0,1,direct,achat,85
2019,19,LASH,0,2,direct,achat,82
1976,19,LASH,0,44,indirect,achat,numinv
1947,19,LASH,0,73,indirect,achat,numinv
1968,19,LASH,0,52,indirect,achat,numinv
1946,19,LASH,0,74,indirect,achat,numinv
2004,19,EPU,0,17,direct,achat,53
1998,19,LASH,0,23,indirect,achat,numinv
1958,19,LASH,0,63,indirect,achat,numinv
1972,19,LASH,0,49,indirect,achat,numinv
1987,19,LASH,0,34,indirect,achat,numinv
1969,19,LASH,0,52,indirect,achat,numinv
1969,19,LASH,0,51,indirect,achat,numinv
1975,19,LASH,0,45,direct,achat,19
1975,19,LASH,0,45,indirect,achat,numinv
1974,19,LASH,0,46,indirect,achat,numinv
2019,19,SCIEN,1,1,direct,achat,59
2020,19,SCIEN,0,0,direct,achat,63
1992,19,LASH,0,26,indirect,achat,numinv
2017,19,LASH,1,3,direct,achat,46
2020,19,MEDP,1,0,direct,achat,WS
1976,19,LASH,1,44,direct,achat,19
2020,19,LASH,1,0,direct,achat,79
2002,19,LASH,0,18,direct,achat,78
2018,19,SCIEN,1,0,direct,achat,00
2020,18,MEDP,0,0,direct,achat,WB
2020,18,MEDP,0,0,direct,achat,WJ
2020,18,MEDP,0,0,direct,achat,WL
2020,19,SJA,0,0,direct,achat,WP
2016,19,MEDP,1,4,direct,achat,WA
2020,19,LASH,1,0,direct,achat,30
2019,19,LASH,0,1,direct,achat,78
1957,19,SJA,0,63,direct,achat,33
1972,19,SJA,0,48,direct,achat,33
2020,19,MEDP,0,0,direct,achat,QU
2020,19,SJA,1,0,direct,achat,61
2020,19,SJA,0,0,direct,achat,61
2020,19,MEDP,0,0,direct,achat,WY
2020,19,MEDP,0,0,direct,achat,WX
2020,19,LASH,1,0,direct,achat,63
2020,19,EPU,0,0,direct,achat,53
1987,19,SJA,0,33,direct,don,94
1968,19,LASH,0,52,indirect,achat,numinv
1986,19,LASH,0,35,indirect,achat,numinv
1991,19,LASH,0,30,indirect,achat,numinv
2002,19,DROIT,0,13,indirect,achat,numinv
2020,19,DROIT,0,0,direct,achat,34
1970,19,LASH,0,50,indirect,achat,numinv
1960,19,LASH,0,60,direct,achat,19
1963,19,LASH,0,57,direct,achat,19
1999,19,LASH,0,20,direct,achat,94
2010,19,LASH,0,7,indirect,don,numinv
1968,19,LASH,0,53,indirect,achat,numinv
2020,19,DROIT,1,1,direct,achat,34
2014,19,SJA,1,6,direct,achat,30
1966,19,SJA,0,54,direct,achat,30
1989,19,LASH,0,30,direct,achat,94
2010,18,ARCHE,0,5,direct,achat,WB
1973,19,SJA,0,47,direct,achat,33
1968,19,LASH,0,52,indirect,achat,numinv
2015,19,LASH,0,5,direct,achat,32
1960,19,LASH,0,60,indirect,achat,numinv
2020,19,DROIT,0,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
2020,19,DROIT,0,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
2020,19,STAPS,0,0,direct,achat,79
1949,19,LASH,0,71,indirect,achat,numinv
1949,19,LASH,0,71,indirect,achat,numinv
2019,19,SCIEN,0,1,direct,achat,33
2016,19,LASH,0,4,direct,achat,94
2020,19,SCIEN,1,0,direct,achat,51
1942,19,SJA,0,78,direct,achat,33
2019,19,SJA,0,1,direct,achat,65
2016,19,EPU,0,4,direct,achat,65
2018,19,EPU,1,2,direct,achat,00
1969,19,LASH,0,52,indirect,achat,numinv
2000,19,LASH,0,20,indirect,achat,numinv
1977,19,SJA,0,43,direct,don,30
1926,19,LASH,0,94,indirect,achat,numinv
2004,19,LASH,0,15,direct,achat,94
2017,19,DROIT,1,3,direct,don,34
1966,19,LASH,0,54,indirect,achat,numinv
2020,19,DROIT,0,0,direct,achat,32
1991,19,SJA,0,30,direct,don,33
2020,19,DROIT,1,0,direct,achat,36
2013,19,EPU,1,7,direct,achat,62
2020,19,MEDP,0,0,direct,achat,QS
2009,19,LASH,0,10,direct,achat,17
1960,19,LASH,0,60,indirect,achat,numinv
2004,19,SJA,0,16,direct,achat,65
2020,19,DROIT,1,0,direct,achat,32
2009,19,SJA,1,7,direct,don,33
1965,19,DROIT,0,51,direct,achat,numinv
1963,19,SJA,0,58,direct,achat,33
1979,19,LASH,1,37,direct,don,12
2020,19,SCIEN,0,0,direct,achat,51
2020,19,SCIEN,1,0,direct,achat,02
1969,19,LASH,0,51,indirect,achat,numinv
1993,19,LASH,0,27,indirect,achat,numinv
1974,19,SJA,0,43,direct,don,30
1970,19,SJA,0,50,direct,achat,M2
1995,19,LASH,0,25,direct,don,32
2003,19,EPU,0,18,direct,don,65
2018,19,LASH,0,2,indirect,don,numinv
1951,19,LASH,0,69,indirect,achat,numinv
2012,19,LASH,1,8,direct,achat,45
1973,19,SJA,0,47,direct,achat,34
2020,19,MEDP,0,0,direct,achat,WO
2019,19,LASH,1,1,direct,achat,90
2019,19,LASH,1,1,direct,achat,36
2018,19,LASH,1,2,direct,achat,70
1974,19,SJA,0,44,direct,don,80
1957,19,LASH,0,63,indirect,achat,numinv
1967,19,LASH,0,53,indirect,achat,numinv
1955,19,LASH,0,65,indirect,achat,numinv
2016,19,LASH,0,4,direct,achat,44
2001,19,SJA,1,15,direct,don,30
2020,19,DROIT,1,0,direct,achat,32
2020,19,DROIT,0,0,direct,achat,34
2017,19,LASH,1,3,direct,achat,15
1977,19,LASH,0,44,indirect,achat,numinv
1954,19,LASH,0,67,indirect,achat,numinv
1998,19,LASH,0,23,indirect,achat,numinv
1972,19,DROIT,1,46,direct,achat,numinv
1933,19,LASH,0,88,indirect,don,numinv
1965,19,LASH,0,56,indirect,achat,numinv
1983,19,LASH,0,38,indirect,achat,numinv
2019,19,LASH,0,1,direct,achat,78
1968,19,LASH,0,53,indirect,achat,numinv
1985,19,LASH,0,36,direct,don,15
1968,19,LASH,0,53,indirect,achat,numinv
1985,19,LASH,0,36,indirect,achat,numinv
2009,19,DROIT,0,11,direct,don,34
1981,19,SJA,0,36,direct,don,30
2004,19,SJA,1,12,indirect,don,numinv
2004,19,SJA,1,14,direct,don,30
1961,19,LASH,0,59,indirect,achat,numinv
1972,19,SJA,0,49,direct,don,33
2020,19,DROIT,0,1,direct,don,32
2020,19,SJA,0,1,direct,achat,33
1971,19,LASH,0,49,indirect,achat,numinv
1964,19,LASH,0,57,indirect,achat,numinv
1978,19,LASH,0,43,indirect,achat,numinv
1986,19,LASH,0,34,indirect,achat,numinv
1968,19,LASH,0,53,indirect,achat,numinv
1999,19,LASH,1,22,direct,don,15
1956,19,LASH,0,65,indirect,achat,numinv
1935,19,LASH,0,86,indirect,don,numinv
2014,19,SJA,0,7,direct,achat,49
2017,19,EPU,1,4,direct,achat,00
2021,19,SCIEN,0,0,direct,achat,61
2021,18,MEDP,0,0,direct,achat,WL
1974,19,LASH,0,47,indirect,achat,numinv
1991,19,LASH,0,30,indirect,achat,numinv
2020,19,LASH,1,0,direct,achat,44
1980,19,LASH,0,39,direct,achat,94
2017,19,LASH,1,3,direct,achat,44
1992,19,LASH,0,28,indirect,achat,numinv
1957,19,LASH,0,63,indirect,achat,numinv
1974,19,LASH,0,46,indirect,achat,numinv
2020,18,MEDP,0,1,direct,achat,WA
2020,18,SJA,0,1,direct,achat,WI
2020,19,SCIEN,1,0,direct,achat,51
1985,19,LASH,0,36,direct,don,81
1949,19,LASH,0,72,indirect,don,numinv
2015,19,SJA,0,6,direct,achat,33
2018,19,DROIT,0,3,direct,don,92
2019,19,DROIT,1,2,direct,achat,36
1974,19,LASH,0,46,indirect,achat,numinv
1958,19,LASH,0,63,indirect,achat,numinv
1968,19,LASH,0,52,indirect,achat,numinv
1958,19,SJA,0,62,direct,achat,33
1971,19,SJA,0,49,direct,achat,34
1994,19,SJA,0,26,direct,don,36
1997,19,SJA,0,23,direct,don,33
2019,19,DROIT,0,1,direct,achat,34
1972,19,SJA,0,48,direct,achat,33
1971,19,SJA,0,49,direct,achat,65
1997,19,LASH,0,23,indirect,achat,numinv
1970,19,SJA,0,50,direct,achat,33
1970,19,LASH,0,50,indirect,achat,numinv
1968,19,LASH,0,52,indirect,achat,numinv
1959,19,SJA,0,61,direct,achat,33
2019,19,LASH,1,2,direct,achat,30
1972,19,LASH,0,48,indirect,achat,numinv
1970,19,LASH,0,50,indirect,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
1984,19,SJA,0,35,direct,don,40
2007,19,LASH,1,13,direct,achat,numinv
1971,19,LASH,0,49,indirect,achat,numinv
1972,19,LASH,0,48,direct,achat,19
1958,19,LASH,0,62,indirect,achat,numinv
1967,19,LASH,0,53,indirect,achat,numinv
2018,19,LASH,0,2,direct,achat,84
1933,19,DROIT,0,83,direct,achat,numinv
2020,19,DROIT,1,0,direct,achat,32
1985,19,SJA,0,36,direct,don,33
1979,19,LASH,0,41,indirect,achat,numinv
1989,19,SJA,0,31,direct,achat,33
1954,19,SJA,0,66,direct,achat,33
1974,19,SJA,0,46,direct,achat,65
1977,19,LASH,0,43,indirect,achat,numinv
1977,19,LASH,0,43,indirect,achat,numinv
1995,19,LASH,1,25,indirect,achat,numinv
1976,19,SJA,0,40,direct,don,94
2017,19,LASH,0,3,direct,achat,30
2019,19,DROIT,1,1,direct,achat,34
2018,19,LASH,1,2,direct,achat,07
1975,19,LASH,0,45,indirect,achat,numinv
1991,19,LASH,0,29,indirect,achat,numinv
1990,19,LASH,0,30,indirect,achat,numinv
1973,19,LASH,0,47,indirect,achat,numinv
1978,19,LASH,0,42,indirect,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
2020,19,EPU,1,0,direct,achat,00
2020,19,SJA,0,0,direct,achat,65
2020,19,DROIT,0,0,direct,achat,34
2020,19,DROIT,0,0,direct,achat,34
1990,19,DROIT,0,25,direct,achat,numinv
1990,19,DROIT,0,28,indirect,achat,numinv
1973,19,LASH,0,47,indirect,achat,numinv
1971,19,LASH,0,49,indirect,achat,numinv
1971,19,LASH,1,49,indirect,achat,numinv
1970,19,LASH,1,50,indirect,achat,numinv
1971,19,LASH,1,49,indirect,achat,numinv
1969,19,LASH,0,51,direct,achat,19
1978,19,LASH,0,42,indirect,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
1961,19,SJA,0,59,direct,achat,33
1994,19,LASH,0,26,indirect,achat,numinv
1975,19,LASH,0,45,indirect,achat,numinv
2019,19,DROIT,1,0,direct,achat,34
2019,19,DROIT,1,0,direct,achat,34
2019,19,DROIT,1,0,direct,achat,34
2019,19,DROIT,1,0,direct,achat,34
2018,19,SCIEN,0,0,direct,achat,57
2019,19,DROIT,1,0,direct,achat,32
2018,19,DROIT,0,1,direct,don,32
2019,19,LASH,0,0,direct,achat,84
2018,19,LASH,0,1,direct,achat,40
1966,19,SJA,0,53,direct,achat,33
2012,19,LASH,1,7,direct,achat,46
2019,19,DROIT,0,0,direct,achat,34
2019,19,DROIT,0,0,direct,achat,34
2018,19,DROIT,1,1,direct,achat,34
2019,19,DROIT,1,0,direct,achat,34
2019,19,DROIT,1,0,direct,achat,34
2013,19,LASH,0,6,direct,achat,94
2018,19,SCIEN,1,1,direct,achat,57
2018,19,SCIEN,1,1,direct,achat,57
2005,19,LASH,0,14,direct,achat,79
2004,19,LASH,0,15,direct,achat,94
2017,19,DROIT,1,2,direct,achat,32
2019,19,LASH,0,0,direct,achat,15
2019,19,SJA,1,0,direct,achat,33
2019,19,SJA,0,0,direct,achat,WB
2015,19,LASH,0,3,direct,achat,91
2018,19,LASH,1,1,direct,achat,15
2019,19,EPU,0,0,direct,achat,55
2019,19,SJA,1,0,direct,achat,65
2019,19,LASH,1,0,direct,achat,94
2020,19,SJA,1,1,direct,achat,30
2006,19,SJA,0,13,direct,don,37
2018,19,MEDP,1,0,direct,achat,WV
2018,19,DROIT,1,1,direct,achat,34
2019,19,DROIT,1,0,direct,achat,34
2019,19,DROIT,1,0,direct,achat,34
2018,19,SCIEN,1,1,direct,achat,42
2018,19,SCIEN,0,1,direct,achat,42
2018,19,SCIEN,1,1,direct,achat,42
2019,19,SCIEN,1,0,direct,achat,42
2006,19,SJA,1,10,direct,don,33
2011,19,MEDP,0,8,direct,achat,WA
2006,19,LASH,0,11,indirect,don,numinv
2018,19,SCIEN,0,1,direct,achat,57
2019,19,SCIEN,1,0,direct,achat,00
2019,19,SCIEN,0,0,direct,achat,51
1969,19,LASH,0,50,indirect,achat,numinv
2019,19,STAPS,0,0,direct,achat,79
2019,19,STAPS,0,0,direct,achat,79
2018,19,SJA,1,1,direct,achat,37
2018,19,SJA,0,1,direct,achat,37
2001,19,LASH,0,18,direct,achat,94
2015,19,MEDP,0,4,direct,achat,WA
2019,19,MEDP,0,0,direct,achat,WA
2019,19,STAPS,1,0,direct,achat,61
2018,19,SCIEN,1,1,direct,achat,42
2018,19,SJA,1,0,direct,achat,42
2019,19,DROIT,0,0,direct,achat,32
2019,19,DROIT,1,0,direct,achat,32
1979,19,LASH,0,42,indirect,achat,numinv
2012,19,DROIT,1,8,direct,don,91
2017,19,DROIT,0,3,direct,don,94
2019,19,MEDP,0,0,direct,achat,WY
2017,19,SJA,0,3,direct,achat,65
2001,19,SJA,0,19,direct,achat,37
2020,19,SJA,1,0,direct,achat,65
2019,19,SJA,1,1,direct,achat,30
2012,19,LASH,0,7,direct,achat,94
1966,19,LASH,0,55,indirect,achat,numinv
1999,19,SJA,0,22,direct,don,33
2013,19,LASH,1,7,direct,achat,15
2018,19,DROIT,0,2,direct,don,34
2019,19,MEDP,1,0,direct,achat,WQ
2019,19,MEDP,0,0,direct,achat,W 
2010,19,MEDP,0,9,direct,achat,W 
2018,19,MEDP,0,0,direct,achat,WX
2005,19,MEDP,0,13,direct,achat,WQ
2009,19,MEDP,0,9,direct,achat,W 
2017,19,MEDP,1,1,direct,achat,WA
2019,18,MEDP,1,0,direct,achat,W 
2018,19,LASH,1,1,direct,achat,94
2004,19,LASH,1,15,direct,achat,94
1991,19,SJA,0,30,direct,don,33
2018,19,DROIT,1,1,direct,don,34
1996,19,EPU,0,23,direct,don,00
1899,19,LASH,0,121,indirect,don,numinv
2016,19,DROIT,1,4,direct,don,34
2020,19,DROIT,1,0,direct,don,34
2009,19,LASH,1,10,direct,achat,74
2010,19,LASH,0,10,direct,don,30
2017,19,SJA,0,2,direct,achat,WB
2017,19,LASH,1,2,direct,achat,15
2019,19,DROIT,1,0,direct,achat,34
2017,19,SJA,0,2,direct,don,32
2012,19,SJA,0,8,direct,achat,33
2018,19,SJA,0,2,direct,achat,33
1981,19,SJA,1,36,direct,don,30
2018,19,DROIT,0,1,direct,achat,34
2019,19,LASH,1,0,direct,achat,46
2004,19,LASH,0,15,direct,achat,79
1963,19,LASH,0,57,indirect,achat,numinv
1958,19,LASH,0,62,indirect,achat,numinv
2018,19,LASH,1,1,direct,achat,84
2018,19,LASH,1,1,direct,achat,40
1992,19,DROIT,1,25,direct,achat,32
2006,19,LASH,0,11,indirect,don,numinv
2016,19,SJA,1,3,direct,achat,37
1925,19,SJA,0,94,direct,don,20
2018,19,LASH,1,1,direct,achat,30
2019,19,LASH,1,0,direct,achat,30
2017,19,LASH,0,2,direct,achat,65
2018,19,LASH,1,3,direct,achat,15
2018,19,LASH,1,1,direct,achat,15
2013,19,LASH,0,8,direct,achat,15
2001,19,SJA,0,18,direct,achat,30
2019,19,DROIT,0,0,direct,don,34
2007,19,LASH,1,12,direct,achat,78
2018,19,LASH,0,1,direct,achat,30
2018,19,SCIEN,1,1,direct,achat,58
1993,19,SJA,0,26,direct,don,30
1913,19,DROIT,0,106,direct,achat,numinv
2019,19,DROIT,1,0,direct,achat,37
1943,19,LASH,0,78,indirect,achat,numinv
1980,19,LASH,0,40,direct,achat,19
2018,18,MEDP,1,1,direct,achat,WB
2018,18,MEDP,1,1,direct,achat,WB
2018,18,MEDP,0,1,direct,achat,WB
2018,19,LASH,0,1,direct,achat,94
2019,19,EPU,0,0,direct,achat,62
2016,19,LASH,1,2,direct,achat,15
2018,19,MEDP,1,0,direct,achat,WA
2019,19,SJA,1,0,direct,achat,30
2019,19,DROIT,1,0,direct,achat,34
2002,19,LASH,0,15,indirect,don,numinv
2018,19,LASH,0,1,direct,achat,70
2018,19,LASH,1,1,direct,achat,70
2019,19,DROIT,1,0,direct,achat,34
2019,18,MEDP,0,0,direct,achat,WG
2019,19,SJA,0,0,direct,achat,30
2018,19,DROIT,0,0,direct,achat,15
